"Ref.","Nombre","","Impuesto","Costo","Precio","Precio + Imp."
"SAL DE ","Sal de Uvas Sabor MAnzana ","","Excento de ","$27.40 ","$38.00 ","$38.00 "
"AVEDO","Salbutamol 40mg/100ml Jbe","","Excento de ","$20.99 ","$42.00 ","$42.00 "
"BRESAL","Salbutamol Aerosol 100mcg ","","Excento de ","$43.21 ","$93.00 ","$93.00 "
"SALBUT","Salbutamol Aerosol 100mg ","","Excento de ","$32.69 ","$60.00 ","$60.00 "
"ASSAL","Salbutamol Aerosol 20mg ","","Excento de ","$27.38 ","$60.00 ","$60.00 "
"WEXPE","Salbutamol/Ambroxol 2mg/7.","","Excento de ","$20.98 ","$48.00 ","$48.00 "
"SALU","Saludol Mentol, Arnica, ","","Excento de ","$48.02 ","$70.00 ","$70.00 "
"OREJE","Salva Orejas p/cubrebocas ","","Excento de ","$4.00 ","$6.00 ","$6.00 "
"PAÑAL ","Salvacamas 55x90cm pzs","","Excento de ","$4.40 ","$6.50 ","$6.50 "
"LE ROY ","SANICLIP PARA VENDAS ","","Excento de ","$3.27 ","$6.00 ","$6.00 "
"PREVE ","SANITIZANE 120 ML PREVE","","Excento de ","$32.00 ","$55.00 ","$55.00 "
"SANITIZ","Sanitizante 125ml","","Excento de ","$21.60 ","$29.00 ","$29.00 "
"SANITIZ","SANITIZANTE 1L LUMAN ","","Excento de ","$24.00 ","$60.00 ","$60.00 "
"SANITIZ","Sanitizante 250ml","","Excento de ","$26.41 ","$35.00 ","$35.00 "
"PREVE ","SANITIZANTE 60 ML PREVE","","Excento de ","$22.00 ","$35.00 ","$35.00 "
"SPRAY ","Sanitizante antibacterial","","Excento de ","$19.50 ","$30.00 ","$30.00 "
"SANITIZ","SANITIZANTE DE ULTIMA ","","Excento de ","$48.00 ","$80.00 ","$80.00 "
"EXCOVI","Sanitizante ExCovid SPRAY ","","Excento de ","$40.00 ","$70.00 ","$70.00 "
"SANITIZ","Sanitizante liquido ","","Excento de ","$18.00 ","$25.00 ","$25.00 "
"SAPRA","Saprame TABLETAS  200mg ","","Excento de ","$363.66 ","$455.00 ","$455.00 "
"SAVILE ","SAVILE SHAMPOO ","","Excento de ","$16.00 ","$18.00 ","$18.00 "
"SCABIS","SCABISAL PLUS Permetrina ","","Excento de ","$140.40 ","$175.00 ","$175.00 "
"SEDALM","SEDALMERK C/40 ","","Excento de ","$97.10 ","$150.00 ","$150.00 "
"SEDALM","SEDALMERK TABLETAS ","","Excento de ","$2.30 ","$5.00 ","$5.00 "
"SENOK","Senokot F Senosidos A-B ","","Excento de ","$139.99 ","$195.00 ","$195.00 "
"SECOSI","Senosidos a-b 187mg 20tbs","","Excento de ","$9.59 ","$28.00 ","$28.00 "
"SEN CIR","SENOSIDOS AB ","","Excento de ","$37.27 ","$88.00 ","$88.00 "
"SEN AB","SENOSIDOS AB 8.6mg c/20 ","","Excento de ","$10.77 ","$32.00 ","$32.00 "
"SEN AB ","Senosidos AB Solucion   ","","Excento de ","$101.25 ","$130.00 ","$130.00 "
"SENSIBI","SENSIBIT TABLETAS 10 MG ","","Excento de ","$165.90 ","$198.00 ","$198.00 "
"SENSO","Sensodyne Menta fresca ","","Excento de ","$90.30 ","$114.00 ","$114.00 "
"SENSO","Sensodyne Original c/113g","","Excento de ","$92.10 ","$115.00 ","$115.00 "
"SENSO","Sensodyne Original PASTA ","","Excento de ","$66.02 ","$83.00 ","$83.00 "
"SENDO","SENSODYNE SENSITIVITY ","","Excento de ","$100.00 ","$120.00 ","$120.00 "
"SERTRA","SERTRALINA 50MG AMSA ","","Excento de ","$30.03 ","$62.00 ","$62.00 "
"ACORT","Sertralina 50mg c/14 tab","","Excento de ","$34.58 ","$103.00 ","$103.00 "
"TRAKOS","Sertralina 50mg c/14 tbs","","Excento de ","$23.78 ","$90.00 ","$90.00 "
"SERTRA","Sertralina 50mg c/14 tbs ","","Excento de ","$32.12 ","$68.00 ","$68.00 "
"SERTRA","Sertralina TABLETAS 50mg ","","Excento de ","$22.33 ","$90.00 ","$90.00 "
"ELVIVE ","Shampoo Elvive Arcilla ","","Excento de ","$33.00 ","$42.00 ","$42.00 "
"ELVIVE ","Shampoo Elvive Oleo ","","Excento de ","$33.00 ","$42.00 ","$42.00 "
"SH ","Shampoo Elvive Reparacion ","","Excento de ","$33.00 ","$42.00 ","$42.00 "
"KILICLE","Shampoo Kilicel c/120ml","","Excento de ","$49.85 ","$70.00 ","$70.00 "
"LOMEC","Shampoo lomecan Intimo ","","Excento de ","$47.10 ","$70.00 ","$70.00 "
"SHAMP","SHAMPOO MEDICASP ","","Excento de ","$98.00 ","$120.00 ","$120.00 "
"SHAMP ","Shampoo No-pio-jin 12ml","","Excento de ","$3.05 ","$7.00 ","$7.00 "
"RICIT ","SHAMPOO RICITOS DE ","","Excento de ","$86.00 ","$95.00 ","$95.00 "
"SHAMP","SHAMPOO VANART ","","Excento de ","$0.10 ","$5.00 ","$5.00 "
"VANART ","Shampoo Vanart Clasico ","","Excento de ","$2.00 ","$9.00 ","$9.00 "
"SICO ","SICO CLIMAX MUTUO C/3","","Excento de ","$57.50 ","$70.00 ","$70.00 "
"SICO ","SICO INVISIBLE C/3 ","","Excento de ","$52.40 ","$66.00 ","$66.00 "
"SICO ","SICO PLAY FRESA C/3","","Excento de ","$32.00 ","$45.00 ","$45.00 "
"SICO ","SICO PLAY TEXTURIZADO","","Excento de ","$32.00 ","$46.00 ","$46.00 "
"SILD ","Sildenafil 100 mg c/4 tab ","","Excento de ","$39.73 ","$80.00 ","$80.00 "
"FIGRAL ","Sildenafil 100mg c/1 Tb","","Excento de ","$19.53 ","$35.00 ","$35.00 "
"DIONIX","Sildenafil 100mg C/4 ","","Excento de ","$21.45 ","$98.00 ","$98.00 "
"VOGUE","SILDENAFIL 100MG C/4 ","","Excento de ","$39.01 ","$98.00 ","$98.00 "
"SILDEN","SILDENAFIL 100MG C/4 ","","Excento de ","$23.63 ","$95.00 ","$95.00 "
"SILDEN","Sildenafil 100mg c/4 tabs","","Excento de ","$24.43 ","$90.00 ","$90.00 "
"DILDEN","SILDENAFIL 100MG M ","","Excento de ","$50.00 ","$70.00 ","$70.00 "
"SILDEN","SILDENAFIL 50MG  C/1 ","","Excento de ","$12.08 ","$50.00 ","$50.00 "
"EDEGR","Sildenafil 50mg c/1 tb","","Excento de ","$13.00 ","$35.00 ","$35.00 "
"SILDEN","Sildenafil 50mg c/4","","Excento de ","$18.46 ","$45.00 ","$45.00 "
"DIONIX","SILDENAFIL 50MG C/4 ","","Excento de ","$21.45 ","$45.00 ","$45.00 "
"VOGUE","SILDENAFIL 50MG C/4 ","","Excento de ","$22.35 ","$65.00 ","$65.00 "
"OSIDEA","Sildenafil 50mg c/4 tbs","","Excento de ","$16.04 ","$60.00 ","$60.00 "
"FRTIGA","Sildenafil 50mg c/4 tbs MAVI","","Excento de ","$23.42 ","$70.00 ","$70.00 "
"SILDEN","SILDENAFIL C/4 TABLETAS ","","Excento de ","$18.57 ","$65.00 ","$65.00 "
"MAZZO","SILDENAFIL TABLETAS ","","Excento de ","$27.74 ","$60.00 ","$60.00 "
"SILDAN","Sildenafil TABLETAS 50mg ","","Excento de ","$9.86 ","$45.00 ","$45.00 "
"FRIGAL ","SILDENALFIL 50MG C/1 ","","Excento de ","$14.45 ","$30.00 ","$30.00 "
"SILICA ","SILICA ARGAN 120 ML 4 EN ","","Excento de ","$39.90 ","$48.00 ","$48.00 "
"SILICA ","SILICA PEDA BY ","","Excento de ","$48.50 ","$58.00 ","$58.00 "
"SILICA ","SILICA UVA 125ML ","","Excento de ","$48.50 ","$58.00 ","$58.00 "
"SILICA ","SILICA UVA 4EN 1 75ML","","Excento de ","$27.90 ","$38.00 ","$38.00 "
"SILKAH","Silka Hair Durazno 120ml","","Excento de ","$27.30 ","$35.00 ","$35.00 "
"SILKAH","Silka Hair Keratina 120ml","","Excento de ","$27.30 ","$35.00 ","$35.00 "
"SILKHAI","Silka Hair Vainilla 120ml","","Excento de ","$27.30 ","$35.00 ","$35.00 "
"SILKA","Silka Medic (Terbinafina) c/15 ","","Excento de ","$94.29 ","$118.00 ","$118.00 "
"TALCO ","Silka Medic Defensa Extra ","","Excento de ","$73.53 ","$92.00 ","$92.00 "
"SILKA ","Silka Medic Defensa ","","Excento de ","$60.00 ","$75.00 ","$75.00 "
"SILKA ","SILKA MEDICK SPRAY ","","Excento de ","$146.19 ","$185.00 ","$185.00 "
"SILKA ","Silkamedic 30g","","Excento de ","$125.43 ","$148.00 ","$148.00 "
"PROTEF","Simbioticos polvo","","Excento de ","$379.23 ","$450.00 ","$450.00 "
"SINUBE","Sinuberase c/12 caps","","Excento de ","$211.58 ","$270.00 ","$270.00 "
"SINUBE","SINUBERASE C/48 ","","Excento de ","$206.20 ","$260.00 ","$260.00 "
"SITO-","Sito-grix jarabe 120ml","","Excento de ","$38.31 ","$83.00 ","$83.00 "
"SNIKER","Snikers c/1","","Excento de ","$2.28 ","$4.00 ","$4.00 "
"VYCK ","Sobres Vick pirena c/u","","Excento de ","$17.06 ","$22.00 ","$22.00 "
"SOLOST","SOLSOTIN (Macrogol) ","","Excento de ","$282.11 ","$370.00 ","$370.00 "
"SOL. ","SOLUCION CLORURO DE ","","Excento de ","$17.32 ","$27.00 ","$27.00 "
"SOL. FIS ","Solucion Cloruro de Sodio ","","Excento de ","$42.04 ","$90.00 ","$90.00 "
"SOL. FIS","Solucion Cloruro de Sodio ","","Excento de ","$48.00 ","$75.00 ","$75.00 "
"SOL. ","SOLUCION CLORURO DE ","","Excento de ","$23.21 ","$30.00 ","$30.00 "
"SOL ","Solucion Cloruro de Sodio ","","Excento de ","$23.50 ","$32.00 ","$32.00 "
"CLOR ","Solucion Cloruro de Sodio ","","Excento de ","$17.50 ","$45.00 ","$45.00 "
"STERIM","Solucion de Agua de Mar ","","Excento de ","$193.68 ","$243.00 ","$243.00 "
"SOLUCI","Solucion DX-CS PiSA Cloruro ","","Excento de ","$38.80 ","$75.00 ","$75.00 "
"HARTM","SOLUCION HARTMANN ","","Excento de ","$35.94 ","$70.00 ","$70.00 "
"sol ","Solucion HT Hartman","","Excento de ","$43.42 ","$94.00 ","$94.00 "
"SOL.  ","Solucion Mixta  Dx 5%/ ","","Excento de ","$43.15 ","$51.00 ","$51.00 "
"SOLU F","Solural  500ml FRESA","","Excento de ","$12.70 ","$18.00 ","$18.00 "
"SOLU C","Solural 500ml COCO","","Excento de ","$12.70 ","$18.00 ","$18.00 "
"SOLURA","SOLURAL DURAZNO 500ML","","Excento de ","$13.95 ","$20.00 ","$20.00 "
"SOLURA","SOLURAL FRESA 500ML","","Excento de ","$11.45 ","$20.00 ","$20.00 "
"SOLU ","Solural Manzana  500ml","","Excento de ","$9.71 ","$18.00 ","$18.00 "
"SOLURA","Solural Naranja-Mandarina ","","Excento de ","$13.25 ","$20.00 ","$20.00 "
"SOL FR","SOLURAL PED FRESA ","","Excento de ","$13.48 ","$20.00 ","$20.00 "
"SOL ","Solural PED Manzana 300ml","","Excento de ","$13.48 ","$20.00 ","$20.00 "
"SOL ","Solural PED Uva 300ml","","Excento de ","$13.48 ","$20.00 ","$20.00 "
"SOLURA","SOLURAL PEDIATRICO ","","Excento de ","$11.26 ","$20.00 ","$20.00 "
"SOLUTI","Solutina F ","","Excento de ","$81.79 ","$115.00 ","$115.00 "
"IMAGE ","Sonaja, Cepillo y Peine","","Excento de ","$25.00 ","$35.00 ","$35.00 "
"SONDA ","Sonda Foley #18 sensi ","","Excento de ","$32.00 ","$50.00 ","$50.00 "
"HT PISA ","Soución HARTMANN 500ml ","","Excento de ","$29.99 ","$50.00 ","$50.00 "
"GOTINA","SPRAY GOTINAL DEFENSE ","","Excento de ","$217.24 ","$271.00 ","$271.00 "
"STEFAN","STEFANO BLACK LEGEND","","Excento de ","$74.82 ","$85.00 ","$85.00 "
"STERIM","Sterimar Alergias Manganeso ","","Excento de ","$157.90 ","$185.00 ","$185.00 "
"STERI","STERIMAR FAMILIAR ","","Excento de ","$143.03 ","$179.00 ","$179.00 "
"STERIM","Sterimar Uso diario familiar ","","Excento de ","$183.95 ","$230.00 ","$230.00 "
"SUAVEL ","SUAVELASTIC MAX CH   ","","Excento de ","$33.15 ","$42.00 ","$42.00 "
"SUAVEL ","SUAVELASTIC MAX RN ","","Excento de ","$37.80 ","$46.00 ","$46.00 "
"SUAVEL ","SUAVELASTIC MAX ","","Excento de ","$37.80 ","$45.00 ","$45.00 "
"SUCRLF","SUCRALFATO 1MG C/40","","Excento de ","$75.16 ","$155.00 ","$155.00 "
"ALIVOA","Sucralfato TABLETAS 1g ","","Excento de ","$45.80 ","$110.00 ","$110.00 "
"SUCRAL","Sucralfato TABLETAS 1mg ","","Excento de ","$75.95 ","$160.00 ","$160.00 "
"ELECT ","Suero Electrolit Pediatrico ","","Excento de ","$15.87 ","$24.00 ","$24.00 "
"ELECT ","Suero Electrolit Pediatrico ","","Excento de ","$15.87 ","$24.00 ","$24.00 "
"ELECTR","Suero Electrolit Pediatrico ","","Excento de ","$15.23 ","$24.00 ","$24.00 "
"SUERO","SUEROX ALOE VERA-","","Excento de ","$16.30 ","$23.00 ","$23.00 "
"SUERO","SUEROX COCO  630ML","","Excento de ","$18.74 ","$23.00 ","$23.00 "
"SUEREX","Suerox Explorer 500ml ","","Excento de ","$16.88 ","$24.00 ","$24.00 "
"EXPLOR ","Suerox explorer Mora Azul ","","Excento de ","$16.88 ","$24.00 ","$24.00 "
"SUERO ","Suerox Explorer Uva 500ml","","Excento de ","$16.88 ","$24.00 ","$24.00 "
"SUERO","SUEROX EXPLORERS ","","Excento de ","$10.50 ","$24.00 ","$24.00 "
"SUERO","SUEROX EXPLORERS ","","Excento de ","$15.00 ","$24.00 ","$24.00 "
"SUE K-F","Suerox FRESA-KIWI 630ml","","Excento de ","$18.74 ","$23.00 ","$23.00 "
"SUERO","SUEROX FRESA/MENTA","","Excento de ","$16.30 ","$23.00 ","$23.00 "
"SUERO","SUEROX FRUTOS ROJOS ","","Excento de ","$17.75 ","$23.00 ","$23.00 "
"SUE LIM","Suerox LIMA LIMON 630ML","","Excento de ","$16.30 ","$23.00 ","$23.00 "
"SUE M","Suerox MANZANA 630ml","","Excento de ","$18.74 ","$23.00 ","$23.00 "
"SUE ","Suerox MORA AZUL 630ml","","Excento de ","$17.75 ","$23.00 ","$23.00 "
"SUE N-","Suerox NARANJA-","","Excento de ","$17.74 ","$23.00 ","$23.00 "
"SUERO","SUEROX SABOR FRESA","","Excento de ","$16.30 ","$23.00 ","$23.00 "
"SUE ","Suerox UVA 630ml","","Excento de ","$18.67 ","$23.00 ","$23.00 "
"SUERO","Suerox Vitamins Defense ","","Excento de ","$18.75 ","$23.00 ","$23.00 "
"SUERO","Suerox Vitamins Energy ","","Excento de ","$18.75 ","$23.00 ","$23.00 "
"BIOAR","Sulfadiazina de Plata c/20g","","Excento de ","$13.49 ","$32.00 ","$32.00 "
"SULFATI","SULFATIAZOL UNGUENTO ","","Excento de ","$52.72 ","$68.00 ","$68.00 "
"FORCIL","Sulfato Ferroso 25mg/mL ","","Excento de ","$18.00 ","$34.00 ","$34.00 "
"HEMOG","Sulfato Ferroso c/50 grg","","Excento de ","$28.90 ","$60.00 ","$60.00 "
"EXOFIL","Sulfoguayacol/Dextrometorfa","","Excento de ","$21.48 ","$37.00 ","$37.00 "
"FERMIG ","SUMATRIPTAN 100MG C/2 ","","Excento de ","$51.52 ","$100.00 ","$100.00 "
"FERM","Sumatriptan 100mg c/4 tab","","Excento de ","$93.70 ","$160.00 ","$160.00 "
"FERMIG ","Sumatriptan 50 mg c/4 tab","","Excento de ","$79.06 ","$170.00 ","$170.00 "
"FERM ","Sumatriptan 50mg c/2 tab","","Excento de ","$47.84 ","$96.00 ","$96.00 "
"FERMIG ","Sumatriptan 50mg c/20 tbs","","Excento de ","$326.00 ","$400.00 ","$400.00 "
"SUN ","SUN FRESH FPS 50 200ML ","","Excento de ","$214.47 ","$299.00 ","$299.00 "
"SUPOS ","Supositorios de Glicerina ","","Excento de ","$66.69 ","$84.00 ","$84.00 "
"SENOSI","Supositorios Niño c/10 ","","Excento de ","$57.95 ","$85.00 ","$85.00 "
"NYLON ","SUTURA NYLON 3-0 19 MM ","","Excento de ","$38.00 ","$80.00 ","$80.00 "
"SUT ","Sutura nylon 3-0 ce1943-N ","","Excento de ","$47.50 ","$95.00 ","$95.00 "
"SUTURA ","Sutura Nylon 4-0 c/u","","Excento de ","$38.00 ","$80.00 ","$80.00 "
"NYLON ","SUTURA NYLON 5-0 CE19/ ","","Excento de ","$35.00 ","$70.00 ","$70.00 "
"SUT ","SUTURA NYLON 5-0 T5","","Excento de ","$36.00 ","$70.00 ","$70.00 "
"SYNALA","Synalar Simple CREMA ","","Excento de ","$122.59 ","$153.00 ","$153.00 "
"SYNCOL ","Syncol COMPRIMIDOS c/12 ","","Excento de ","$91.28 ","$114.00 ","$114.00 "
"SYNC ","Syncol MAX c/12 com","","Excento de ","$105.08 ","$140.00 ","$140.00 "
"SYNCOL ","SYNCOL NOCTURNO C/12","","Excento de ","$71.10 ","$110.00 ","$110.00 "
"SYNC","Syncol ROSA c/24 tab","","Excento de ","$113.57 ","$150.00 ","$150.00 "
"TABCIN","Tabcin 500 Tab Eferbecentes","","Excento de ","$45.75 ","$58.00 ","$58.00 "
"TADALA","Tadalafil TABLETAS 20mg  ","","Excento de ","$118.59 ","$150.00 ","$150.00 "
"O-","Talco Desodorante O-DOLEX ","","Excento de ","$14.70 ","$28.00 ","$28.00 "
"TALCO ","TALCO MEXSANA 160G","","Excento de ","$81.20 ","$101.00 ","$101.00 "
"AMMEN","Talco p Pies AMMENS ","","Excento de ","$16.30 ","$25.00 ","$25.00 "
"AMMEN","Talco p Pies AMMENS ","","Excento de ","$16.30 ","$25.00 ","$25.00 "
"MEXAN","Talco p/pies Mexana 160g","","Excento de ","$69.30 ","$80.00 ","$80.00 "
"TALCO ","Talco ting 85g","","Excento de ","$93.00 ","$120.00 ","$120.00 "
"TAMFEN","Tamoxifeno 20mg c/14tbs","","Excento de ","$36.00 ","$60.00 ","$60.00 "
"TAMPAX ","TAMPAX COMPAK C/8 ","","Excento de ","$33.80 ","$48.00 ","$48.00 "
"TAMPAX ","Tampax Pearl SUPER c/8 ","","Excento de ","$45.30 ","$52.00 ","$52.00 "
"TAMPAX","TAMPAX SUPER PLUS C/10 ","","Excento de ","$44.12 ","$68.00 ","$68.00 "
"TAMPO","Tampones kotex regular","","Excento de ","$33.58 ","$45.00 ","$45.00 "
"SABA ","TAMPONES SABA SUPER ","","Excento de ","$41.60 ","$58.00 ","$58.00 "
"TAMPO","Tampones Super c/12","","Excento de ","$33.58 ","$45.00 ","$45.00 "
"TAMPAX ","TAMPONES TAMPAX ","","Excento de ","$47.00 ","$52.00 ","$52.00 "
"TAMSUL","TAMSULOCINA CAPSULAS ","","Excento de ","$43.51 ","$98.00 ","$98.00 "
"FEDPR","Tamsulocina Capsulas 0.4mg ","","Excento de ","$39.88 ","$95.00 ","$95.00 "
"ALPHAL","TAMSULOSINA .4 MG C/20 ","","Excento de ","$34.65 ","$78.00 ","$78.00 "
"TAMS","Tamsulosina 0.4 mg c/20 ","","Excento de ","$40.35 ","$87.00 ","$87.00 "
"TAMSUL","Tamsulosina 0.4 mg c/20 tbs ","","Excento de ","$51.32 ","$105.00 ","$105.00 "
"AMZUV","Tamsulosina 0.4 mg NOVAG","","Excento de ","$52.69 ","$110.00 ","$110.00 "
"AMZUV","TAMSULOSINA 0.4MG C/20 ","","Excento de ","$57.00 ","$120.00 ","$120.00 "
"TAMABL","Tamsulosina 0.4mg c/20 ybs","","Excento de ","$54.65 ","$105.00 ","$105.00 "
"TAMSUL","Tamsulosina Cápsulas 0.4 ","","Excento de ","$51.00 ","$105.00 ","$105.00 "
"ALPHAL","TAMSULOSINA CAPSULAS ","","Excento de ","$35.28 ","$70.00 ","$70.00 "
"TRADER","TAVROLIMUS UNGUENTO ","","Excento de ","$410.90 ","$475.00 ","$475.00 "
"TAZA ","Taza Entrenadora con poppte ","","Excento de ","$120.00 ","$150.00 ","$150.00 "
"NUBY ","Taza Entrenadora NUBY ","","Excento de ","$47.00 ","$57.00 ","$57.00 "
"TE ","Te Broncolin sbs 1.5g c/u","","Excento de ","$1.18 ","$2.50 ","$2.50 "
"TEGADE","Tegaderm Film c/u","","Excento de ","$20.30 ","$26.00 ","$26.00 "
"TELA ","TELA ADHESIVA 2.5 CM  ","","Excento de ","$49.00 ","$55.00 ","$55.00 "
"LEUKOP","Tela Adhesiva Leukoplast c/1","","Excento de ","$18.00 ","$24.00 ","$24.00 "
"TELMIS/","Telisartan/Hidroclorotiazida ","","Excento de ","$150.00 ","$200.00 ","$200.00 "
"TELM/HI","Telisartan/Hidroclorotiazida ","","Excento de ","$222.50 ","$280.00 ","$280.00 "
"TELM ","TELMISARTAN 40 MG C/14 ","","Excento de ","$45.50 ","$98.00 ","$98.00 "
"ARCHE","Telmisartan 40mg c/14 tab","","Excento de ","$39.00 ","$110.00 ","$110.00 "
"NATRAZ","TELMISARTAN 80 MG C/14 ","","Excento de ","$48.75 ","$90.00 ","$90.00 "
"natrazim ","Telmisartán TABLETAS ","","Excento de ","$48.94 ","$105.00 ","$105.00 "
"NATRAZ","TELMISARTAN TABLETAS ","","Excento de ","$28.11 ","$60.00 ","$60.00 "
"NATRAZ","Telmisartan TABLETAS ","","Excento de ","$86.98 ","$187.00 ","$187.00 "
"ARCHE","Telmisartan-Hidroclorotiazida ","","Excento de ","$71.19 ","$160.00 ","$160.00 "
"TELMIS","TELMISARTAN/HIDROCLOR","","Excento de ","$66.80 ","$150.00 ","$150.00 "
"TEMPR","Tempra 24hrs c/12 tbs","","Excento de ","$33.50 ","$60.00 ","$60.00 "
"TEMPR","TEMPRA BOOST C/12 ","","Excento de ","$37.90 ","$50.00 ","$50.00 "
"TEMPR","Tempra Fen 2-12 Años ","","Excento de ","$165.63 ","$207.00 ","$207.00 "
"temprau","Tempra Uva 6-11 años ","","Excento de ","$147.94 ","$185.00 ","$185.00 "
"TEMPM","Tempra Uva Masticable 2- 5 ","","Excento de ","$83.50 ","$105.00 ","$105.00 "
"FEDRIMI","Teofilina/Ambroxol 0.700g/0.","","Excento de ","$40.90 ","$86.00 ","$86.00 "
"ATROX","Teofilina/Ambroxol 7.0mg/1.","","Excento de ","$30.59 ","$85.00 ","$85.00 "
"ERBITR","Terbinafina 250mg c/28 tbs","","Excento de ","$129.00 ","$277.00 ","$277.00 "
"BIFANE","Terbinafina 250mg c/28 tbs ","","Excento de ","$94.44 ","$240.00 ","$240.00 "
"ERBITR","Terbinafina Crema 1g/100g ","","Excento de ","$30.22 ","$65.00 ","$65.00 "
"VITALLY","Termometro Difital vdt-3c","","Excento de ","$44.60 ","$82.00 ","$82.00 "
"TERMO","TERMOMETRO DIGITAL","","Excento de ","$30.00 ","$80.00 ","$80.00 "
"NEUTEK","Termometro Digital contra ","","Excento de ","$55.11 ","$88.00 ","$88.00 "
"TERMO","TERMOMETRO DIGITAL ","","Excento de ","$94.00 ","$120.00 ","$120.00 "
"TERMO","TERMOMETRO DIGITAL ","","Excento de ","$23.00 ","$45.00 ","$45.00 "
"TERMO","Termometro Digital Yobekan ","","Excento de ","$160.00 ","$220.00 ","$220.00 "
"TERM ","TERMOMETRO PLANO ","","Excento de ","$19.00 ","$25.00 ","$25.00 "
"TERMO","TERMOMETRO YOBEKAN ","","Excento de ","$150.00 ","$220.00 ","$220.00 "
"TERRA","Terramicina 125mg Pastilla ","","Excento de ","$7.26 ","$12.00 ","$12.00 "
"TERRA","Terramicina 500mg c/u","","Excento de ","$15.48 ","$20.00 ","$20.00 "
"TESAPE","Tesalon Perlas c/20 cps","","Excento de ","$150.05 ","$188.00 ","$188.00 "
"TESALO","Tesalon TESACOF Jbe ","","Excento de ","$76.70 ","$95.00 ","$95.00 "
"TESALO","Tezalon Tesacof Cereza 100,","","Excento de ","$113.90 ","$145.00 ","$145.00 "
"THERAF","Theraflu daytime","","Excento de ","$15.55 ","$22.00 ","$22.00 "
"THERAF","THERAFLU NOCHE ","","Excento de ","$12.00 ","$18.00 ","$18.00 "
"THERAF","THERAFLU SABOR LIMON","","Excento de ","$11.32 ","$16.00 ","$16.00 "
"THERAF","THERAFLU TD  ","","Excento de ","$12.90 ","$18.00 ","$18.00 "
"TIAROT","Tiamazol 5mg c/20 tbs","","Excento de ","$42.28 ","$80.00 ","$80.00 "
"COMBE","Tiamina, Piridoxina, ","","Excento de ","$64.96 ","$120.00 ","$120.00 "
"USDOC","Tiamina/Piridoxina/Cianocoba","","Excento de ","$10.00 ","$80.00 ","$80.00 "
"TIAMINA","Tiaminal B12 Trivalente A.P. ","","Excento de ","$364.00 ","$399.00 ","$399.00 "
"TIMOL","Timol 0.5% 5ml","","Excento de ","$30.33 ","$62.00 ","$62.00 "
"TIMOZZ","Timolol SOLUCIÓN 0.5% 5ml ","","Excento de ","$28.63 ","$60.00 ","$60.00 "
"TALCO ","Ting talco 45g","","Excento de ","$47.80 ","$60.00 ","$60.00 "
"koleston ","TINTE KOLESTON 71 ","","Excento de ","$47.90 ","$65.00 ","$65.00 "
"KOLES ","TINTE KOLESTON ","","Excento de ","$47.90 ","$65.00 ","$65.00 "
"KOLEST","TINTE KOLESTON ","","Excento de ","$64.50 ","$80.00 ","$80.00 "
"KOLES ","TINTE KOLESTON RUBIO ","","Excento de ","$47.90 ","$65.00 ","$65.00 "
"KOLEST","TINTE NEGRO","","Excento de ","$61.80 ","$75.00 ","$75.00 "
"KOLEST","TINTE NEGRO AZULADO","","Excento de ","$61.80 ","$75.00 ","$75.00 "
"TINTE ","TINTE NUTRISSE 67P ","","Excento de ","$54.70 ","$68.00 ","$68.00 "
"NUTRIS","TINTE NUTRISSE ","","Excento de ","$50.50 ","$68.00 ","$68.00 "
"NUTRIS","TINTE NUTRISSE ","","Excento de ","$50.50 ","$68.00 ","$68.00 "
"KOLEST","TINTE ROJO COBRISO ","","Excento de ","$36.30 ","$48.00 ","$48.00 "
"KOLEST","TINTE RUBIO MEDIANO","","Excento de ","$36.30 ","$48.00 ","$48.00 "
"KOLEST","TINTE TABACO COBRIZO","","Excento de ","$36.30 ","$48.00 ","$48.00 "
"TIRALE","Tira Leche EDIGAR","","Excento de ","$43.93 ","$70.00 ","$70.00 "
"TIRA","Tiraleche de Vidrio Karey","","Excento de ","$29.35 ","$45.00 ","$45.00 "
"ACCU-","TIRAS ACCU-CHEK ","","Excento de ","$440.51 ","$550.00 ","$550.00 "
"ACCU-","Tiras Reactivas ACCU-","","Excento de ","$201.15 ","$260.00 ","$260.00 "
"TIRAS ","Tiras Reactivas ACCU-CHEK ","","Excento de ","$171.13 ","$215.00 ","$215.00 "
"TIRAS ","TIRAS REACTIVAS ACCU-","","Excento de ","$76.47 ","$95.00 ","$95.00 "
"ONE ","Tiras Reactivas ONE TOUCH ","","Excento de ","$73.70 ","$100.00 ","$100.00 "
"TIRAS ","Tiras Reactivas ONE TOUCH ","","Excento de ","$309.00 ","$360.00 ","$360.00 "
"ome t ","TIRAS REACTIVAS ONE ","","Excento de ","$116.00 ","$150.00 ","$150.00 "
"TIRAS ","Tiras Reactivas One Touche ","","Excento de ","$324.50 ","$400.00 ","$400.00 "
"ONETO","TIRAS REACTIVAS ","","Excento de ","$307.00 ","$360.00 ","$360.00 "
"TIRAS ","Tiras Rectivas CONTOUR ","","Excento de ","$308.56 ","$365.00 ","$365.00 "
"NAT ","TOALLA NOCTURNA ","","Excento de ","$22.90 ","$29.00 ","$29.00 "
"EQUATE ","Toalla Rigida corporal Para ","","Excento de ","$14.00 ","$18.00 ","$18.00 "
