"Ref.","Nombre","","Impuesto","Costo","Precio","Precio + Imp."
"ALWAY","Toallas Always Noche c/8 ","","Excento de ","$20.90 ","$28.00 ","$28.00 "
"LITTLE ","Toallas Humedas Little Kids ","","Excento de ","$7.82 ","$11.00 ","$11.00 "
"NATURE","Toallas Naturella c/ ","","Excento de ","$14.10 ","$19.00 ","$19.00 "
"Klimi 30","Toallas para Higiene de ","","Excento de ","$360.00 ","$400.00 ","$400.00 "
"SABA ","TOALLAS SABA ","","Excento de ","$19.00 ","$28.00 ","$28.00 "
"KOTEX ","TOALLAS SANITARIAS","","Excento de ","$19.00 ","$22.00 ","$22.00 "
"TOALLA","TOALLAS SANITARIAS ","","Excento de ","$39.00 ","$46.00 ","$46.00 "
"ABSOR","TOALLITAS ABSORSEC ","","Excento de ","$21.10 ","$32.00 ","$32.00 "
"TOALLIT","Toallitas antibacteriales c/30 ","","Excento de ","$18.50 ","$25.00 ","$25.00 "
"SAFECA","Toallitas Desinfectantes 75% ","","Excento de ","$15.00 ","$25.00 ","$25.00 "
"TOALLIT","Toallitas desinfectantes BYD ","","Excento de ","$18.00 ","$20.00 ","$20.00 "
"TOALLIT","Toallitas Desinfectantes BYD ","","Excento de ","$18.00 ","$20.00 ","$20.00 "
"DESINF","Toallitas Desinfectantes ","","Excento de ","$30.00 ","$60.00 ","$60.00 "
"TOALLIT","Toallitas desinfectantes ","","Excento de ","$13.00 ","$25.00 ","$25.00 "
"TOALLIT","Toallitas ESCUDO ","","Excento de ","$19.73 ","$28.00 ","$28.00 "
"TLLSAB","Toallitas Humedas Absorsec ","","Excento de ","$19.45 ","$25.00 ","$25.00 "
"ASEPTO","Toallitas Humedas ","","Excento de ","$20.00 ","$25.00 ","$25.00 "
"Suabeé","toallitas humedas pocoyo ","","Excento de ","$10.50 ","$15.00 ","$15.00 "
"BATH ","Toallitas Limpiadoras c/3","","Excento de ","$11.00 ","$20.00 ","$20.00 "
"IVRESS","TOALLITAS SANITIZANTES ","","Excento de ","$15.00 ","$25.00 ","$25.00 "
"TOALLIT","Toallits Desinfectantes ","","Excento de ","$13.50 ","$17.00 ","$17.00 "
"DODYS ","Toalllas Antibacteriales ","","Excento de ","$39.00 ","$48.00 ","$48.00 "
"TOBI ","Tobillera Elastica Sporter ","","Excento de ","$74.44 ","$100.00 ","$100.00 "
"tobra/de","TOBRAMICINA/DEXAMETA","","Excento de ","$47.25 ","$102.00 ","$102.00 "
"SON'SSI","Tobramicina/dexametazona ","","Excento de ","$73.75 ","$135.00 ","$135.00 "
"jania","TOLTERODINA 2MG ","","Excento de ","$46.07 ","$90.00 ","$90.00 "
"OPTIPR","Topiramato 100mg c/20tbs","","Excento de ","$45.74 ","$75.00 ","$75.00 "
"TOPIRA","TOPIRAMATO 25MG C/60 ","","Excento de ","$78.18 ","$140.00 ","$140.00 "
"TOPIRA","Topiramato TABLETAS 25mg ","","Excento de ","$31.46 ","$65.00 ","$65.00 "
"TOPRO","TOPRON SUSPENSION 4.4","","Excento de ","$94.87 ","$135.00 ","$135.00 "
"TRAMA","Tramadol 100mg c/10 tbs","","Excento de ","$35.41 ","$75.00 ","$75.00 "
"DESIGO","Tramadol 100mg c/10tbs","","Excento de ","$54.27 ","$105.00 ","$105.00 "
"ADILOL","TRAMADOL 50 MG C/10 ","","Excento de ","$20.99 ","$70.00 ","$70.00 "
"VELDRO","TRAMADOL CAPSULAS ","","Excento de ","$27.15 ","$60.00 ","$60.00 "
"GENCA","TRAMADOL CAPSULAS ","","Excento de ","$68.21 ","$120.00 ","$120.00 "
"CALEBR","Tramadol/KETOROLACO","","Excento de ","$37.04 ","$75.00 ","$75.00 "
"SANZAD","TRAMADOL/PARACETAMO","","Excento de ","$35.93 ","$125.00 ","$125.00 "
"TARYEN","Trayenta (Linagliptina) ","","Excento de ","$1,950.71 ","$2,440.00 ","$2,440.00 "
"TREDA ","Treda ","","Excento de ","$114.64 ","$143.00 ","$143.00 "
"RIXOBA ","TRETINOINA CREMA","","Excento de ","$28.30 ","$50.00 ","$50.00 "
"TINITRE","Tretinoina Crema 0.05% ","","Excento de ","$42.65 ","$84.00 ","$84.00 "
"TOCOD","TRETINOINA CREMA 0.05% ","","Excento de ","$46.33 ","$90.00 ","$90.00 "
"BIOVITO","Tretinoina crema 20g","","Excento de ","$20.07 ","$45.00 ","$45.00 "
"TRIBED","Tribedoce tabletas c/30","","Excento de ","$23.02 ","$48.00 ","$48.00 "
"TRIBEN","Tribenosido/Lidocaina ","","Excento de ","$55.09 ","$110.00 ","$110.00 "
"TRIBES","Tribesolucion 340ml","","Excento de ","$87.58 ","$150.00 ","$150.00 "
"TRIDEN","TRIDENT FRESA 1´S C/1","","Excento de ","$0.54 ","$2.00 ","$2.00 "
"TRIDEN","TRIDENT FRESA 4´S C/4","","Excento de ","$1.89 ","$2.50 ","$2.50 "
"TRID ","Trident Menta 4´s","","Excento de ","$1.63 ","$2.50 ","$2.50 "
"TRIDEN","TRIDENT MORA AZUL C/4's","","Excento de ","$1.53 ","$2.50 ","$2.50 "
"TRIDNT","Trident XtraCare  Menta","","Excento de ","$4.18 ","$8.00 ","$8.00 "
"TRINTF","Trident XtraCare Frutas","","Excento de ","$4.18 ","$8.00 ","$8.00 "
"TRNTFR","Trident XtraCare Menta ","","Excento de ","$4.18 ","$8.00 ","$8.00 "
"TRDNTY","Trident XtraCare Yerbabuena","","Excento de ","$4.18 ","$8.00 ","$8.00 "
"TRID ","Trident Yerbabuena 4´s","","Excento de ","$1.89 ","$2.50 ","$2.50 "
"CINEPR","Trimebutina 200mg c/20 tbs","","Excento de ","$44.85 ","$95.00 ","$95.00 "
"dolbutin","tRIMEBUTINA 200MG C/30 ","","Excento de ","$57.13 ","$100.00 ","$100.00 "
"ESPAB ","Trimebutina 200MG TAB ","","Excento de ","$123.60 ","$240.00 ","$240.00 "
"TRIM","Trimebutina gts Pediatricas ","","Excento de ","$39.65 ","$69.00 ","$69.00 "
"ESPAB ","Trimebutina susp. 2gr/100ml ","","Excento de ","$50.63 ","$109.00 ","$109.00 "
"TRIMEB","Trimebutina-Simeticona ","","Excento de ","$87.87 ","$185.00 ","$185.00 "
"SOLTRI","Trimetoprim/Sulfametoxazol ","","Excento de ","$29.92 ","$55.00 ","$55.00 "
"THRIAZ","Trimetoprima/Sulfametoxazol ","","Excento de ","$17.33 ","$40.00 ","$40.00 "
"BACTOP","Trimetoprima/Sulfametoxazol ","","Excento de ","$17.33 ","$35.00 ","$35.00 "
"TRISEP","Trinidazol 500mg c/8 tbs","","Excento de ","$19.53 ","$40.00 ","$40.00 "
"FITOES","Triticum vulgare/Fenoxietanol ","","Excento de ","$384.41 ","$445.00 ","$445.00 "
"TRICI B","Trociletas B c/12 tab","","Excento de ","$32.65 ","$50.00 ","$50.00 "
"TROCIL","Trociletas Cloruro de ","","Excento de ","$30.87 ","$67.00 ","$67.00 "
"TROCIL","Trociletas Cloruro de ","","Excento de ","$32.69 ","$60.00 ","$60.00 "
"TROCIL ","Trociletas Limon c/10 tbs","","Excento de ","$25.30 ","$38.00 ","$38.00 "
"TROJAN ","Trojan Piel  Desnuda","","Excento de ","$55.70 ","$70.00 ","$70.00 "
"TUCK ","Tuckol-D Infantil 125ml","","Excento de ","$125.43 ","$157.00 ","$157.00 "
"TUIT  ","TUIT CREMA DENTAL   50 ","","Excento de ","$14.00 ","$20.00 ","$20.00 "
"TUKELI ","Tukeli Infantil Hedera Helix","","Excento de ","$162.80 ","$207.00 ","$207.00 "
"TUKELI ","Tukeli jarabe adulto y niño","","Excento de ","$169.16 ","$192.00 ","$192.00 "
"TUKOL ","Tukol-D Diabetes c/120ml","","Excento de ","$151.38 ","$189.00 ","$189.00 "
"TUKOL ","Tukol-D Miel Adulto 120ml","","Excento de ","$151.38 ","$189.00 ","$189.00 "
"TUKOL-","TUKOL-D MIEL INFANTIL ","","Excento de ","$151.38 ","$189.00 ","$189.00 "
"TUMS ","TUMS SABOR MENTA C/75","","Excento de ","$63.80 ","$73.00 ","$73.00 "
"TURAZI","Turazive (FEBUXOSTAT) tbs ","","Excento de ","$947.00 ","$1,250.00 ","$1,250.00 "
"PARACE","Tylenol Paracetamol 100 ","","Excento de ","$91.10 ","$115.00 ","$115.00 "
"PARACE","Tylenol Paracetamol 3.5","","Excento de ","$170.20 ","$213.00 ","$213.00 "
"ULTIBR","UltiBro Inhalador 110/50mg ","","Excento de ","$1,376.68 ","$1,720.00 ","$1,720.00 "
"ULTRA ","Ultra BENGUE ROJO ","","Excento de ","$108.13 ","$136.00 ","$136.00 "
"ULTRA ","Ultra Corea Sin sabor 20g","","Excento de ","$84.60 ","$106.00 ","$106.00 "
"COREG ","Ultra Pasta adhesiva para ","","Excento de ","$104.50 ","$128.00 ","$128.00 "
"ULTRA ","UltraBengue AZUL c/35 g","","Excento de ","$111.59 ","$140.00 ","$140.00 "
"BALS ","UltraBengue Balsamo Plus ","","Excento de ","$93.03 ","$120.00 ","$120.00 "
"UPROS","Uprosol CAPSULAS 0.4mg ","","Excento de ","$1,184.85 ","$1,480.00 ","$1,480.00 "
"VALNAI","Valeriana Officinalis 250mg ","","Excento de ","$60.26 ","$125.00 ","$125.00 "
"TAFLAVI","VALERIANA/PASSIFLORA","","Excento de ","$90.99 ","$195.00 ","$195.00 "
"VALP ","VALPROATO DE ","","Excento de ","$53.55 ","$110.00 ","$110.00 "
"VERSAL","Valsartan comprimido 80mg","","Excento de ","$80.01 ","$165.00 ","$165.00 "
"VASCUL","Vasculflow TABLETAS ","","Excento de ","$673.70 ","$775.00 ","$775.00 "
"VASELI","VASELINA BEBE BLANCA ","","Excento de ","$14.45 ","$25.00 ","$25.00 "
"VASELI","VASELINA BEBE LAVANDA ","","Excento de ","$12.80 ","$22.00 ","$22.00 "
"VASELI","Vaselina c/100g","","Excento de ","$40.00 ","$50.00 ","$50.00 "
"VASELI","Vaselina c/50g","","Excento de ","$23.30 ","$28.00 ","$28.00 "
"VASELI","VASELINA SOLIDA SIMPLE ","","Excento de ","$9.33 ","$17.00 ","$17.00 "
"VAS","Vaselina Tarro 60g","","Excento de ","$13.43 ","$25.00 ","$25.00 "
"VASELI","VASELINE 85G ORIGINAL","","Excento de ","$46.24 ","$58.00 ","$58.00 "
"VASELI","VASELINE ORIGINAL C/42G","","Excento de ","$26.95 ","$39.00 ","$39.00 "
"VASITO ","VASITO C/POPOTE ","","Excento de ","$15.00 ","$25.00 ","$25.00 "
"VASITO ","VASITO DE FIGURAS + ","","Excento de ","$20.00 ","$30.00 ","$30.00 "
"VASO ","Vaso c/ Popote PAW ","","Excento de ","$127.00 ","$145.00 ","$145.00 "
"VASO ","VASO COHMEDIC 100ML","","Excento de ","$6.50 ","$10.00 ","$10.00 "
"VASO ","VASO COHMEDIC 60ML ","","Excento de ","$4.49 ","$8.00 ","$8.00 "
"VASO ","Vaso Copro 120ml","","Excento de ","$4.50 ","$6.50 ","$6.50 "
"VASO ","VASO COPRO TAPA ROJA ","","Excento de ","$4.97 ","$9.00 ","$9.00 "
"VASOR","VASO ","","Excento de ","$3.70 ","$8.00 ","$8.00 "
"VASO ","Vaso dibar para orina","","Excento de ","$4.00 ","$10.00 ","$10.00 "
"VASO ","Vaso entrenador decorado","","Excento de ","$27.00 ","$35.00 ","$35.00 "
"VASO ","Vaso Entrenador Doble ","","Excento de ","$112.00 ","$140.00 ","$140.00 "
"VASO ","Vaso Entrenador Doble ","","Excento de ","$112.00 ","$140.00 ","$140.00 "
"VASO ","Vaso entrenador Evenflo ","","Excento de ","$79.00 ","$100.00 ","$100.00 "
"VASO ","Vaso Entrenador Niño Disney","","Excento de ","$134.00 ","$160.00 ","$160.00 "
"VASO ","Vaso Entrenador PAW ","","Excento de ","$120.00 ","$150.00 ","$150.00 "
"VASO ","Vaso Entrenador THIRSTY ","","Excento de ","$199.00 ","$240.00 ","$240.00 "
"VASO ","Vaso Entrenador TRU ","","Excento de ","$114.00 ","$145.00 ","$145.00 "
"VASO ","VASO EVENFLO 9+","","Excento de ","$49.00 ","$63.00 ","$63.00 "
"EVEN ","Vaso EVENFLO Boquilla ","","Excento de ","$54.00 ","$70.00 ","$70.00 "
"VASO ","Vaso Evenflo Disnep 325ml","","Excento de ","$139.00 ","$160.00 ","$160.00 "
"VASO ","VASO HUMIDIFICADOR ","","Excento de ","$63.45 ","$85.00 ","$85.00 "
"VASO ","VASO NUBY 360 ° 300 ML","","Excento de ","$181.00 ","$218.00 ","$218.00 "
"VASO ","VASO NUBY EVOLUTION","","Excento de ","$98.00 ","$115.00 ","$115.00 "
"Vaso ","Vaso NUVY Cuello estandar","","Excento de ","$129.00 ","$149.00 ","$149.00 "
"VASO","Vaso p/ muestra 100ml","","Excento de ","$3.50 ","$6.50 ","$6.50 "
"VASO ","VASO PARA MUESTRA ","","Excento de ","$3.38 ","$10.00 ","$10.00 "
"VASO ","Vaso Precolector p/muestra ","","Excento de ","$2.34 ","$6.00 ","$6.00 "
"VASI ","Vaso recolector clinico ","","Excento de ","$4.79 ","$10.00 ","$10.00 "
"VASO ","Vaso Recolector Clinico ","","Excento de ","$4.00 ","$10.00 ","$10.00 "
"VASO ","VASO RECOLECTOR ","","Excento de ","$5.57 ","$10.00 ","$10.00 "
"VASO ","Vaso Resistente 14oz FLIP-","","Excento de ","$199.00 ","$249.00 ","$249.00 "
"VASO ","VASO TOY STORE CON ","","Excento de ","$127.00 ","$145.00 ","$145.00 "
"VENALO","Venalot Depot TABLETAS ","","Excento de ","$614.40 ","$730.00 ","$730.00 "
"vENDA ","Venda Adhesiva con ","","Excento de ","$0.32 ","$1.00 ","$1.00 "
"VENDA ","Venda Alta compresion 15cm","","Excento de ","$39.56 ","$48.00 ","$48.00 "
"VEN 15 ","VENDA ELASTICA 15 CM ","","Excento de ","$8.56 ","$17.00 ","$17.00 "
"VENDA ","VENDA ELÁSTICA 15CM ","","Excento de ","$15.71 ","$25.00 ","$25.00 "
"VEN 20 ","VENDA ELASTICA 20 CM ","","Excento de ","$11.89 ","$22.00 ","$22.00 "
"VEND ","VENDA ELASTICA 30 CM ","","Excento de ","$15.66 ","$32.00 ","$32.00 "
"QUIRME","VENDA ELASTICA 5CM","","Excento de ","$6.42 ","$12.00 ","$12.00 "
"VENDA ","VENDA ESALTICA ","","Excento de ","$15.51 ","$22.00 ","$22.00 "
"VENDA ","Venda Protec 15cm c/u","","Excento de ","$10.29 ","$16.00 ","$16.00 "
"VENDA ","VENDA QUIRMEX 30CM","","Excento de ","$23.58 ","$50.00 ","$50.00 "
"VENDIT","Venditas Lafa Medical ","","Excento de ","$0.45 ","$2.00 ","$2.00 "
"VENG","Vengesic c/20 Grageas","","Excento de ","$46.09 ","$98.00 ","$98.00 "
"VENGE","Vengesic GRAGEAS c/20 ","","Excento de ","$36.22 ","$75.00 ","$75.00 "
"VEPILTA","Verapamilo con 20 tabletas","","Excento de ","$22.40 ","$50.00 ","$50.00 "
"BIBERO","Viberon C Protector ","","Excento de ","$87.00 ","$105.00 ","$105.00 "
"ACT7 ","VICK Act7  Gripa c/10","","Excento de ","$33.00 ","$45.00 ","$45.00 "
"VICK ","Vick ","","Excento de ","$102.47 ","$128.00 ","$128.00 "
"VICK ","VICK BABY BALM 50GR","","Excento de ","$100.50 ","$125.00 ","$125.00 "
"VIC DR ","Vick DROPS Cereza c/20 pas","","Excento de ","$26.40 ","$33.00 ","$33.00 "
"DROP ","Vick Drops LIMON C/20 Pas","","Excento de ","$26.40 ","$33.00 ","$33.00 "
"DROP ","Vick Drops MENTA C/20 Pas","","Excento de ","$26.40 ","$33.00 ","$33.00 "
"DROP ","Vick Drops NARANJA C/20 ","","Excento de ","$23.20 ","$28.00 ","$28.00 "
"VICK DR","Vick DROPS sobre c/5 ","","Excento de ","$4.64 ","$8.00 ","$8.00 "
"VICK ","VICK Primera Defensa ","","Excento de ","$120.00 ","$145.00 ","$145.00 "
"PYRENA ","VICK PYRENA NOCHE ","","Excento de ","$16.54 ","$23.00 ","$23.00 "
"VICK VA","Vick Vapo Rub 12g","","Excento de ","$24.14 ","$28.00 ","$28.00 "
"VICK ","Vick VapoRub Inhalador c/u","","Excento de ","$85.05 ","$106.00 ","$106.00 "
"VICK ","VICK VITA PYRENA C/U  ","","Excento de ","$9.10 ","$15.00 ","$15.00 "
"VICK ","VICK VITA PYRENA ","","Excento de ","$9.10 ","$15.00 ","$15.00 "
"VILDAG","Vildagliptina/Metformina ","","Excento de ","$180.69 ","$300.00 ","$300.00 "
"VITACILI","Vitacilina 16G ","","Excento de ","$25.19 ","$33.00 ","$33.00 "
"VIT","Vitacilina 18g ","","Excento de ","$14.08 ","$20.00 ","$20.00 "
"VITACILI","Vitacilina 28G ","","Excento de ","$37.57 ","$48.00 ","$48.00 "
"VITALO","Vitalon Crema c/120g","","Excento de ","$30.31 ","$50.00 ","$50.00 "
"E-400","VITAM,INA E CAPSULAS ","","Excento de ","$49.24 ","$75.00 ","$75.00 "
"VITA ","Vitamina c gomitas","","Excento de ","$24.59 ","$65.00 ","$65.00 "
"SHOT C ","VITAMINA C,A,D ZINC C/6","","Excento de ","$1.00 ","$10.00 ","$10.00 "
"ALEXYE","VITAMINA D-3 ","","Excento de ","$56.25 ","$150.00 ","$150.00 "
"DETRES","Vitamina D3 5000ui c/60","","Excento de ","$92.11 ","$185.00 ","$185.00 "
"E-","VITAMINA E CAPSULAS ","","Excento de ","$35.28 ","$70.00 ","$70.00 "
"DIBENE","Vitaminas,Minerales, ","","Excento de ","$60.50 ","$130.00 ","$130.00 "
"POLVO ","VOLDRATOL CEREZA","","Excento de ","$4.95 ","$10.00 ","$10.00 "
"ELECTR","VOLDRATOL COCO","","Excento de ","$4.95 ","$10.00 ","$10.00 "
"ELEC. ","VOLDRATOL MANGO","","Excento de ","$5.95 ","$10.00 ","$10.00 "
"VOLTAR","VOLTAREN DOLOR C/10 ","","Excento de ","$63.50 ","$80.00 ","$80.00 "
"VOTRIP","Votripax-L 5mg Solución ","","Excento de ","$480.52 ","$600.00 ","$600.00 "
"OXIDO ","Wolderm (oxido de zinc)","","Excento de ","$37.65 ","$50.00 ","$50.00 "
"X-RAY ","X-Ray Ava 30 Comp","","Excento de ","$284.00 ","$360.00 ","$360.00 "
"X RAY ","X-RAY CAPSULAS C/40","","Excento de ","$305.15 ","$398.00 ","$398.00 "
"XL-3 ","XL-3 C/4 TABLETAS","","Excento de ","$18.24 ","$25.00 ","$25.00 "
"XL3 ","XL3 ANTIGRIPAL","","Excento de ","$40.66 ","$51.00 ","$51.00 "
"YADE ","YADEGAL COMPUESTO  ","","Excento de ","$39.39 ","$79.00 ","$79.00 "
"MOMET","YAGUINOR UNGUENTO ","","Excento de ","$100.00 ","$125.00 ","$125.00 "
"ZAPEX ","ZAPEX (Mirtazapina) ","","Excento de ","$491.15 ","$565.00 ","$565.00 "
"ZEBEST","Zebesten SOLUCIÓN ","","Excento de ","$535.88 ","$650.00 ","$650.00 "
"ZIMET","Zimeton c/20 tab","","Excento de ","$58.51 ","$100.00 ","$100.00 "
"ZYLOPR","Zyloprim TABLETAS 300mg ","","Excento de ","$813.23 ","$1,016.00 ","$1,016.00 "
"COCO","Aceite de coco sanax 70ml","","Excento de ","$9.94 ","$19.00 ","$19.00 "
"ACEITE ","ACEITE DE HUESO DE ","","Excento de ","$5.67 ","$10.00 ","$10.00 "
"ACEITE ","ACEITE DE MENTA C/50ml ","","Excento de ","$6.74 ","$10.00 ","$10.00 "
"ACEITE ","ACEITE DE RICINO C/50 ML ","","Excento de ","$9.59 ","$15.00 ","$15.00 "
"ACEITE ","ACEITE DE ROMERO ","","Excento de ","$6.02 ","$10.00 ","$10.00 "
"ACEITE ","ACEITE ROSADO 50ml ","","Excento de ","$6.02 ","$10.00 ","$10.00 "
"ALG ","ALMOHADILLA FACIAL C/60 ","","Excento de ","$10.40 ","$20.00 ","$20.00 "
"ASEP ","ASEPXIA Jabon AZUFRE ","","Excento de ","$41.80 ","$52.00 ","$52.00 "
"ASEP ","ASEPXIA Jabon ","","Excento de ","$41.80 ","$52.00 ","$52.00 "
"ASEP","ASEPXIA jABON forte 100g","","Excento de ","$41.80 ","$52.00 ","$52.00 "
"ASEP ","Asepxia Maquillaje Polvo ","","Excento de ","$79.86 ","$100.00 ","$100.00 "
"ASEP ","Asepxia Maquillaje Polvo ","","Excento de ","$76.60 ","$100.00 ","$100.00 "
"ASEPX ","Asepxia maquillaje Polvo ","","Excento de ","$79.86 ","$100.00 ","$100.00 "
"AVENE ","AVENE XERACALM 400ML","","Excento de ","$528.94 ","$600.00 ","$600.00 "
"AXEBLK","Axe Black Des Aero 150 ml","","Excento de ","$68.00 ","$90.00 ","$90.00 "
"AXE ","Axe Conviction Deso Aerosol ","","Excento de ","$60.37 ","$72.00 ","$72.00 "
"AXE ","AXE GOLD TEMPTATION 48 ","","Excento de ","$60.37 ","$72.00 ","$72.00 "
"AXE ICE ","AXE ICE BREAKER  175 ML","","Excento de ","$32.50 ","$46.00 ","$46.00 "
"BIO ","BIO CLARIFY SENSI CALM ","","Excento de ","$24.20 ","$32.00 ","$32.00 "
"cCEPILL","CEPILLO ADULTO DUO ","","Excento de ","$12.18 ","$20.00 ","$20.00 "
"CEPCOL","CEPILLO COLGATE ","","Excento de ","$13.75 ","$17.00 ","$17.00 "
"CEPILL","CEPILLO DENRAL ORAL B ","","Excento de ","$35.80 ","$45.00 ","$45.00 "
"CICATRI","CICATRICURE PANTALLA ","","Excento de ","$238.00 ","$287.00 ","$287.00 "
"COLG ","COLGATE TRIPLE ACCION ","","Excento de ","$45.15 ","$55.00 ","$55.00 "
"ULTRA ","Condon M Force uLTRA ","","Excento de ","$69.00 ","$79.00 ","$79.00 "
"COREG","Corega Ultra Pasta adhesiva ","","Excento de ","$141.80 ","$170.00 ","$170.00 "
"CLAR ","Crema Clarant B3 Piel ","","Excento de ","$59.05 ","$70.00 ","$70.00 "
"NACAR","Crema Concha Nacar 90g","","Excento de ","$13.48 ","$22.00 ","$22.00 "
"LUBRI ","Crema Lubriderm 120ml PIEL ","","Excento de ","$15.09 ","$20.00 ","$20.00 "
"LUBRI ","Crema Lubriderm PIEL ","","Excento de ","$14.22 ","$18.00 ","$18.00 "
"LUB  ","Crema Lubriderm Proteccion ","","Excento de ","$26.94 ","$35.00 ","$35.00 "
"LUBR ","Crema Lubriderm ","","Excento de ","$37.09 ","$47.00 ","$47.00 "
"NIVEA","Crema NIVEA CUIDADO ","","Excento de ","$35.95 ","$50.00 ","$50.00 "
"CLARAT ","Crema PONDS Clarant B3 ","","Excento de ","$68.50 ","$85.00 ","$85.00 "
"PONDS ","Crema PONDS Piel Normal a ","","Excento de ","$98.60 ","$140.00 ","$140.00 "
"Avene ","crema reparadora AVENE","","Excento de ","$222.70 ","$250.00 ","$250.00 "
"CREMA ","Crema repelente off 60g","","Excento de ","$27.80 ","$35.00 ","$35.00 "
"AXE ","Des AXE Excite 90ml","","Excento de ","$21.50 ","$30.00 ","$30.00 "
"AXE ","Des AXE Wom Anarchy","","Excento de ","$52.00 ","$65.00 ","$65.00 "
"NIVEA ","Desod Aero Nivea Pearl & ","","Excento de ","$60.70 ","$76.00 ","$76.00 "
"STEFPL","Desodor Stefano Play ","","Excento de ","$49.60 ","$65.00 ","$65.00 "
"ADIDAS","Desodorant Adidas Team ","","Excento de ","$26.72 ","$40.00 ","$40.00 "
"PLAYBO","Desodorant Play Boy Malibu ","","Excento de ","$32.00 ","$42.00 ","$42.00 "
"REXON","Desodorant REXONA Power ","","Excento de ","$52.00 ","$65.00 ","$65.00 "
"SPEEDS","Desodorant Speed Stick 24/7 ","","Excento de ","$41.81 ","$51.00 ","$51.00 "
"AXE ","Desodorante Aerosol  AXE ","","Excento de ","$34.50 ","$45.00 ","$45.00 "
"NIV ","Desodorante aerosol NIVEA ","","Excento de ","$62.50 ","$78.00 ","$78.00 "
"AXE  ","Desodorante AXE APOLLO ","","Excento de ","$59.47 ","$75.00 ","$75.00 "
"AXE ","DESODORANTE AXE ","","Excento de ","$60.37 ","$72.00 ","$72.00 "
"AXE ","Desodorante AXE PEACE ","","Excento de ","$28.45 ","$45.00 ","$45.00 "
"GILLETE ","DESODORANTE GILLETE ","","Excento de ","$31.20 ","$45.00 ","$45.00 "
"NIV ","Desodorante NIVEA Aclarado ","","Excento de ","$14.90 ","$20.00 ","$20.00 "
"OLD ","DESODORANTE OLD ","","Excento de ","$61.12 ","$76.00 ","$76.00 "
"OLD ","DESODORANTE OLD ","","Excento de ","$41.10 ","$50.00 ","$50.00 "
"OLD SPI","Desodorante OLS SPAICE ","","Excento de ","$52.57 ","$65.00 ","$65.00 "
"OLD ","DESODORANTE OLS SPICE ","","Excento de ","$56.97 ","$72.00 ","$72.00 "
"PLAY ","Desodorante PLAY BOY ","","Excento de ","$31.60 ","$45.00 ","$45.00 "
"STEF","Desodorante STEFANO ","","Excento de ","$31.90 ","$45.00 ","$45.00 "
"DESO ","DESODORANTE STEFANO ","","Excento de ","$78.32 ","$89.00 ","$89.00 "
"GILLE","Gillet ENDURANCE C/82 G","","Excento de ","$67.40 ","$78.00 ","$78.00 "
"GILLETT","GILLETE GEL ","","Excento de ","$63.70 ","$79.00 ","$79.00 "
"GOLBA ","Golba protector para labios ","","Excento de ","$3.23 ","$7.00 ","$7.00 "
"GRISI ","GRISI AZUFRE 100G","","Excento de ","$38.40 ","$48.00 ","$48.00 "
"GRISS ","Jabon de Avena GRISI 150","","Excento de ","$15.50 ","$22.00 ","$22.00 "
"DOVE ","Jabon DOVE 135 g ","","Excento de ","$19.40 ","$25.00 ","$25.00 "
"GRISI C-","Jabon Grisi CONCHA ","","Excento de ","$13.50 ","$18.00 ","$18.00 "
"KNXAF","Jabon Kleenex Aromas ","","Excento de ","$10.87 ","$16.00 ","$16.00 "
"KLNX","Jabon Kleenex Body Balance","","Excento de ","$10.87 ","$16.00 ","$16.00 "
"KNXEH","Jabon Kleenex ","","Excento de ","$10.87 ","$16.00 ","$16.00 "
"KNXH","Jabones Kleenex Hidratante","","Excento de ","$10.87 ","$16.00 ","$16.00 "
"KLEE","Kleenex Pañuelos ","","Excento de ","$3.79 ","$7.00 ","$7.00 "
"#40","Koleston #40","","Excento de ","$50.47 ","$65.00 ","$65.00 "
"#67","Koleston #67 chocolate","","Excento de ","$50.47 ","$65.00 ","$65.00 "
"#5546","koleston rojo","","Excento de ","$50.47 ","$65.00 ","$65.00 "
"KTX N","Kotex Naturals Protector","","Excento de ","$10.90 ","$13.50 ","$13.50 "
"LAB ","Labello Durazno","","Excento de ","$55.60 ","$67.00 ","$67.00 "
"LAB ","Labello HYDRO CARE C/4.8 ","","Excento de ","$62.35 ","$78.00 ","$78.00 "
"LAB  ","Labello Zarzamora","","Excento de ","$54.00 ","$65.00 ","$65.00 "
"LACTA","Lactacyd Pro.bio  200ml  ","","Excento de ","$51.00 ","$80.00 ","$80.00 "
"LADY","Lady  Speep Stick c/65 g","","Excento de ","$45.00 ","$50.00 ","$50.00 "
"LADY ","LADY SPEED STICK 65 G","","Excento de ","$33.75 ","$48.00 ","$48.00 "
"LIST ","Listerine Enjuage Bucal ","","Excento de ","$40.00 ","$50.00 ","$50.00 "
"LIST ","Listerine Enjuage Bucal ","","Excento de ","$51.60 ","$66.00 ","$66.00 "
"LIST ","Listerine Enjuague Bucal ","","Excento de ","$59.70 ","$75.00 ","$75.00 "
"LIT ","Listerine Zero Menta Suave ","","Excento de ","$46.00 ","$65.00 ","$65.00 "
"PIELNO","Lubriderm Piel Normal 240ml","","Excento de ","$35.00 ","$45.00 ","$45.00 "
"PIELSE","Lubriderm Piel Seca 240ml","","Excento de ","$35.00 ","$47.00 ","$47.00 "
